idx,name,title,cluster_id,cluster_title
1789,fatiha,SYNTHESIS: A 7-Layer Verification Framework for Detecting Fragile Meta-Analyses,C15,Multiverse & Specification-Robustness Analysis
1790,focus-studio,Focus Studio: A Browser-Based Pomodoro Timer with Task Management and Session Logging,C31,Specialized Browser Tools & Research Productivity
1791,fragility-atlas,The Fragility Atlas: Multiverse Analysis of 403 Cochrane Meta-Analyses Reveals 58% Are Sensitive to Analyst Choices,C15,Multiverse & Specification-Robustness Analysis
1792,fragilityindex,Fragility Index Calculator: Browser-Based Statistical Fragility for RCTs,C09,"Publication Bias, Correction & Fragility"
1793,global-transportability-atlas,Global Transportability Atlas,C21,"Transportability, Equity & External Validity"
1794,grma,Grey Relational Meta-Analysis: A Robust Pooling Method with Redescending Effect Guard,C09,"Publication Bias, Correction & Fragility"
1796,hfpef-registry-synth,Registry-First Transparency-Adjusted Synthesis for HFpEF Clinical Trials,C21,"Transportability, Equity & External Validity"
1797,hta-artifact-standard-v2,HTA Artifact Standard: An Open-Source Platform with 41 Analytical Engines for Health Technology Assessment,C20,"HTA, Clinical Significance & Evidence Translation"
1798,hta-evidence-integrity,Evidence Integrity Suite for Multi-Layered Health Technology Assessment of Cochrane Reviews,C20,"HTA, Clinical Significance & Evidence Translation"
1799,hta-transportability,Clinical Transportability Engine for Quantifying Efficacy Leakage in Health Technology Assessment,C20,"HTA, Clinical Significance & Evidence Translation"
1800,hta-unified-intelligence,HTA Unified Intelligence System: Self-Correcting Evidence Synthesis with Triple-Guard Ensemble Pooling,C20,"HTA, Clinical Significance & Evidence Translation"
1801,indirectcomparison,Indirect Treatment Comparison Calculator: Browser-Based Bucher Method with Coherence Testing,C05,Network Meta-Analysis Statistical Methods
1802,ipd-meta-pro,IPD Meta-Analysis Pro: A Browser-Based Platform for Individual Participant Data Evidence Synthesis,C12,IPD & Survival Meta-Analysis
1803,ipd-qma,IPD-QMA: Detecting Heterogeneous Treatment Effects via Quantile Meta-Analysis of Individual Participant Data,C12,IPD & Survival Meta-Analysis
1804,kanban-lab,Kanban Lab: A Persistent Browser-Based Drag-and-Drop Board for Research Task Management,C31,Specialized Browser Tools & Research Productivity
1805,kmdigitizer,KMDigitizer: Browser-Based IPD Reconstruction from Published Kaplan-Meier Curves,C12,IPD & Survival Meta-Analysis
1806,living-meta,Living Meta-Analysis: A CT.gov-Native Browser Application for Continuously Updated Evidence Synthesis,C18,Living Evidence Synthesis Infrastructure
1807,ma-power-calc,MA Power: A Browser-Based Power and Sample Size Calculator for Random-Effects Meta-Analysis,C20,"HTA, Clinical Significance & Evidence Translation"
1808,ma-workbench,MA Workbench: A Browser-Native Meta-Analysis Suite with Optional WebR Validation Against metafor,C27,Comprehensive MA Platforms & Integrated Suites
1809,maworkbench,Meta-Analysis Workbench: A Central Hub for 49 Evidence Synthesis Tools,C27,Comprehensive MA Platforms & Integrated Suites
1810,mcidmapper,MCID Mapper: Clinical Significance Assessment for Meta-Analytic Effect Estimates,C20,"HTA, Clinical Significance & Evidence Translation"
1812,mes,Multiverse Evidence Synthesis: Robustness Classification of 403 Cochrane Meta-Analyses Across 648 Analytical Specifications,C15,Multiverse & Specification-Robustness Analysis
1816,meta-reproducer,Computational Reproducibility Audit of 501 Cochrane Meta-Analyses,C16,"Reproducibility, Forensics & Data Integrity"
1817,metaaudit,MetaAudit: Reproducibility Capsule for Automated Meta-Analytic Quality Audits,C15,Multiverse & Specification-Robustness Analysis
1818,metafolio,MetaFolio: Efficiency Frontier Subset Enumeration for Meta-Analysis Heterogeneity Decomposition,C10,"Heterogeneity, tau2 & Multilevel Meta-Analysis"
1819,metaguard,MetaGuard: A Browser-Based Robust and Forensic Meta-Analysis Toolkit,C27,Comprehensive MA Platforms & Integrated Suites
1820,metamethods,MetaMethods: Six Advanced Statistical Methods for Meta-Analysis in a Dependency-Free Python Module,C10,"Heterogeneity, tau2 & Multilevel Meta-Analysis"
1821,metaregression,MetaRegression Workbench: Browser-Based Mixed-Effects Meta-Regression with Permutation Tests,C14,"Meta-Regression, Overfitting & Precision Methods"
1822,metarep,MetaRep: Most Significant Cochrane Meta-Analyses Predict Only 32% Replication Probability When Heterogeneity Is Accounted For,C19,Empirical Cochrane Corpus Studies
1823,metareproducer,MetaReproducer: Reproducibility Capsule for Cochrane Reproduction Audits,C16,"Reproducibility, Forensics & Data Integrity"
1824,metashift,MetaShift: Changepoint Detection Reveals Hidden Regime Shifts in Cumulative Meta-Analysis,C17,"Sequential Evidence, TSA & Adaptive Design"
1825,metasprint-nma,MetaSprint NMA: Zero-Install Browser Network Meta-Analysis with In-Browser R Cross-Validation,C31,Specialized Browser Tools & Research Productivity
1826,metavoi,MetaVoI: Value of Information Analysis Directly from Meta-Analysis Output,C20,"HTA, Clinical Significance & Evidence Translation"
1827,methodssuite,Methods Suite: Eight Interoperable Browser-Based Meta-Analysis Tools with MAIF,C27,Comprehensive MA Platforms & Integrated Suites
1829,MultiverseMA,MultiverseMA: Browser-Based Multiverse Meta-Analysis Engine,C15,Multiverse & Specification-Robustness Analysis
1830,lvad-reliability-growth-ma,Left Ventricular Assist Device (LVAD) Iterative Design Evolution: A Systematic Evidence Synthesis and Reliability Growth Meta-Analysis of Pump Thrombosis and Adverse Event Cascades,C12,IPD & Survival Meta-Analysis
1831,nma-dose-response-app,NMA Dose-Response Studio: Browser-Based Network Meta-Analysis with Dose-Response Modeling,C31,Specialized Browser Tools & Research Productivity
1832,nma-pro-v2,NMA Pro: A Browser-Based Network Meta-Analysis Platform with Integrated Rapid Review,C31,Specialized Browser Tools & Research Productivity
1833,nmatransport,nmatransport: Reproducibility Capsule for Transported Network Meta-Analysis,C05,Network Meta-Analysis Statistical Methods
1834,nntmapper,NNTMapper: Converting Meta-Analytic Effects into Population-Specific Number Needed to Treat with Heterogeneity Propagation,C20,"HTA, Clinical Significance & Evidence Translation"
1837,overlapmatrix,Overlap Matrix and Corrected Covered Area Calculator for Umbrella Reviews,C19,Empirical Cochrane Corpus Studies
1838,pairwiseai,TruthCert PairwisePro: Browser-Based Pairwise Meta-Analysis with Regional Health-Economic Overlays,C18,Living Evidence Synthesis Infrastructure
1839,poolingsuite,Pooling Suite: Browser-Based Meta-Analysis Engine with Ten Heterogeneity Estimators,C10,"Heterogeneity, tau2 & Multilevel Meta-Analysis"
1840,portfolio-catalog,PortfolioCatalog: Public Discovery Layer for the C Drive Portfolio,C29,"Portfolio Governance, Submission & Discovery"
1841,portfolio-ops,PortfolioOps: Operational Fusion for the C Drive Evidence Portfolio,C29,"Portfolio Governance, Submission & Discovery"
1842,prediction-gap,The Prediction Gap: 70% of Significant Meta-Analyses Have Null-Spanning Prediction Intervals,C19,Empirical Cochrane Corpus Studies
1843,priorlab,PriorLab: Interactive Bayesian Prior Elicitation for Meta-Analysis Using SHELF Methods,C08,Bayesian & Shrinkage Meta-Analysis
1844,prisma-checker,PRISMA 2020 Compliance Checker: An Interactive Browser Tool for Systematic Review Reporting Assessment,C23,"GRADE, PRISMA & Systematic Review Reporting"
1845,prismaflow,PRISMA 2020 Flow Diagram Generator for Systematic Reviews,C23,"GRADE, PRISMA & Systematic Review Reporting"
1846,provenance-atlas,ProvenanceAtlas: Static Lineage Graphing for the C Drive Evidence Portfolio,C28,"Portfolio FAIR, Provenance & Data Infrastructure"
1847,pubbiassuite,PubBias Suite: Comprehensive Publication Bias Assessment with 12 Methods and 3 Funnel Plot Variants,C09,"Publication Bias, Correction & Fragility"
1848,pwcvR2,Precision-Weighted Cross-Validation: Reproducibility Capsule for Meta-Regression R-Squared Evaluation,C14,"Meta-Regression, Overfitting & Precision Methods"
1849,qualsynth,QualSynth: A Browser-Based Tool for Qualitative Evidence Synthesis with Meta-Ethnography and CERQual Assessment,C06,Diagnostic Test Accuracy Evidence Synthesis
1852,registry-first-rct-meta,Registry-First Meta-Analysis: Quantifying Missing Cardiovascular Trial Evidence,C21,"Transportability, Equity & External Validity"
1853,retraction-gravity,Retraction Gravity,C17,"Sequential Evidence, TSA & Adaptive Design"
1854,rmst-meta,RMST Meta: A Browser Tool for Meta-Analysis of Restricted Mean Survival Time Beyond the Hazard Ratio,C12,IPD & Survival Meta-Analysis
1855,rob-assessor,RoB Assessor: A Browser-Based Risk of Bias Assessment Tool Implementing RoB 2 and ROBINS-I,C23,"GRADE, PRISMA & Systematic Review Reporting"
1856,robma,ROBMA Reproducibility Capsule for Reviewer-Auditable Bayesian Model Averaging,C08,Bayesian & Shrinkage Meta-Analysis
1857,shahzaib-icu-landscape,ICU Hemodynamic Trial Landscape: A Living Evidence Map,C24,Clinical Trial Registry Audit & Surveillance
1858,sheaf-nma,Sheaf-Theoretic Consistency Analysis for Network Meta-Analysis,C05,Network Meta-Analysis Statistical Methods
1859,softable,GRADE Summary of Findings Table Generator for Systematic Reviews,C23,"GRADE, PRISMA & Systematic Review Reporting"
1860,submission-cockpit,SubmissionCockpit: Editorial Release Control for the C Drive Research Portfolio,C29,"Portfolio Governance, Submission & Discovery"
1861,tda-ma,Topological Data Analysis for Meta-Analytic Heterogeneity Exploration,C22,Advanced Mathematical & Geometric Evidence Methods
1862,tda-meta,tda-meta,C22,Advanced Mathematical & Geometric Evidence Methods
1863,tgep,Triple-Guard Ensemble Pooling for Bias-Sensitive Meta-Analysis,C09,"Publication Bias, Correction & Fragility"
1864,transportabilitycalc,Clinical Transportability Engine: A Composite Penalty Index for Meta-Analysis Generalizability,C21,"Transportability, Equity & External Validity"
1865,triage-workbench,TriageWorkbench: Rule-Based Lifecycle Freezing for the Unresolved Portfolio Queue,C29,"Portfolio Governance, Submission & Discovery"
1866,truthcert-denominator,Denominator-First Bayesian Meta-Analysis Engine for Registry-Aware Evidence Synthesis,C08,Bayesian & Shrinkage Meta-Analysis
1867,truthcert-meta2,TruthCert Meta2: Governance Overlay for Denominator-First Meta-Analysis,C08,Bayesian & Shrinkage Meta-Analysis
1868,truthcert-pairwisepro-v2,TruthCert-PairwisePro: A Browser-Based Pairwise Meta-Analysis Engine with Seven Heterogeneity Estimators,C27,Comprehensive MA Platforms & Integrated Suites
1869,truthcert1,TruthCert-MA: A Cross-Platform JavaScript Meta-Analysis Engine Validated Against R,C27,Comprehensive MA Platforms & Integrated Suites
1871,umbrellareview,"UmbrellaEngine: Browser-Based Umbrella Review with Overlap Quantification, Quality Assessment, and Discordance Analysis",C23,"GRADE, PRISMA & Systematic Review Reporting"
1872,value-based-hta,Multi-Criteria Evidence Synthesizer for Automated Benefit-Harm Trade-Off in Health Technology Assessment,C20,"HTA, Clinical Significance & Evidence Translation"
1873,voicalculator,Value of Information Calculator for Meta-Analysis Decision Support,C20,"HTA, Clinical Significance & Evidence Translation"
1874,spec-collapse-atlas,Spec-Collapse Atlas: Pooling Specifications Manufactures False Robustness in 55% of 473 Cochrane Meta-Analyses,C15,Multiverse & Specification-Robustness Analysis
