idx,name,title,type,category,pub_status
1,501MLM,MLM501: Cochrane Multilevel Meta-Analysis Effects Table from 501 Reviews,methods  |  ESTIMAND: SMD,methods-paper,unpublished
345,AfricaForecast,AfricaForecast: Causal Health Forecasting for 54 African Countries 2026-2036,methods  |  ESTIMAND: Country-level health indicator forecast (BHVAR posterior mean and 95% credible interval),methods-paper,unpublished
346,EnrollmentOracle,EnrollmentOracle: ML Prediction of Clinical Trial Enrollment Speed from ClinicalTrials.gov Metadata,"methods  |  ESTIMAND: Predicted enrollment duration (months, 95% prediction interval)",methods-paper,unpublished
347,HTNPipeline,HyperAtlas: A Bayesian Hypertension Prevalence Pipeline with WHO and World Bank Data Integration,methods  |  ESTIMAND: National hypertension prevalence posterior mean and 95% credible interval,methods-paper,unpublished
349,ProtocolEvolution,ProtocolEvolution: Mapping Temporal Patterns of Clinical Trial Protocol Amendments Across Therapeutic Areas,methods  |  ESTIMAND: Amendment rate per trial-year (count with 95% CI),methods-paper,unpublished
350,TrialAtlas,"TrialAtlas: A Network Visualization of Global Clinical Trial Connectivity Across Sites, Sponsors, and Conditions",methods  |  ESTIMAND: Network centrality and community structure metrics,methods-paper,unpublished
351,E156,E156: A Compact Evidence-Synthesis Micro-Paper Format for Standardized Reporting of Meta-Analytic Results,methods  |  ESTIMAND: Format compliance rate (proportion meeting 7-sentence 156-word constraint),methods-paper,unpublished
354,ProtocolEvolutionDynamics,Protocol Evolution Dynamics: Tracking Adaptations in ClinicalTrials.gov,novel  |  ESTIMAND: Trial Adaptation Frequency (TAF),other,unpublished
355,SAARCe156Students,SAARC Clinical Trial Equity: 190 E156 Micro-Papers for Ziauddin Medical University,methods  |  ESTIMAND: Gini coefficient of trial distribution,methods-paper,unpublished
356,IHMEDataLakehouse,IHME Data Lakehouse: Registry-Driven GBD Pipeline for 6 Domains,methods  |  ESTIMAND: Dataset coverage (N parquet datasets),methods-paper,unpublished
357,CardioSynth,CardioSynth: Living Cardiology Evidence Synthesis Engine,methods  |  ESTIMAND: Pooled risk ratio (MACE),methods-paper,unpublished
358,SuperTransportabilityMap,SuperTransportabilityMap: Global Generalization of ClinicalTrials.gov Evidence via Multi-Lake Demographic Calibration,methods  |  ESTIMAND: Transportability Index (cross-regional generalization probability),methods-paper,unpublished
359,LivingMA-PFA-AF,PFA in AF: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
360,LivingMA-Watchman-Amulet,Watchman vs Amulet LAAO: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
361,LivingMA-Tricuspid-TEER,Tricuspid TEER: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
362,LivingMA-Inclisiran,Inclisiran siRNA PCSK9: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
364,LivingMA-Semaglutide-HFpEF,Semaglutide in HFpEF: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
365,LivingMA-Leadless-Pacing,Leadless Cardiac Pacing: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: HR,methods-paper,unpublished
366,LivingMA-CSP,CSP vs BiV-CRT: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
367,LivingMA-Coronary-IVL,Coronary IVL: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
369,LivingMA-CTFFR,CT-FFR Guided Revasc: A Transparent Living Meta-Analysis v13,methods  |  ESTIMAND: RR,methods-paper,unpublished
373,modern-stats-global-health,"Modern Non-Parametrics in Global Health: Integrating IHME, WHO, World Bank, and ClinicalTrials.gov Data",methods  |  ESTIMAND: Non-parametric effect estimate (delta from linear baseline),methods-paper,unpublished
488,DCB_PAD_LivingMeta,Drug-Coated Balloons for Femoropopliteal PAD: A Living Systematic Review,clinical  |  ESTIMAND: RR of primary patency at 12 months,clinical-meta-analysis,unpublished
489,Orforglipron_LivingMeta,Orforglipron for Cardiometabolic Disease: A Living Systematic Review,clinical  |  ESTIMAND: HbA1c change and percent body weight change,clinical-meta-analysis,unpublished
377,RetractionImpact,Retraction Fragility Index -- Quantifying Meta-Analysis Robustness to Study Retractions,meta-scientific  |  ESTIMAND: RFI (minimum retractions to reverse significance),meta-research-empirical,unpublished
378,LivingNMA,Browser-Based Living Network Meta-Analysis with Consistency Assessment and P-Scores,methodological  |  ESTIMAND: Network treatment effects via graph-theoretic WLS,methods-paper,unpublished
490,AuthorshipLedger,AuthorshipLedger: DOI Deposit and Contributor Resolution for the C Drive Portfolio,methods  |  ESTIMAND: proportion of indexed projects reaching full DOI-registrable state,methods-paper,unpublished
491,CitationWorkbench,CitationWorkbench: Citation Packet Generation for the C Drive Portfolio,methods  |  ESTIMAND: proportion of indexed projects reaching high citation readiness,methods-paper,unpublished
492,DrivePulse,DrivePulse: Live Folder Telemetry for the C Drive Evidence Portfolio,methods  |  ESTIMAND: proportion of specific indexed paths exposing git repositories,methods-paper,unpublished
379,EvidenceBridgeFHIR,EvidenceBridgeFHIR: Exporting the C Drive Evidence Portfolio into Citation and ArtifactAssessment Bundles,methods  |  ESTIMAND: ArtifactAssessment coverage across exported projects,methods-paper,unpublished
380,EvidenceCrate,EvidenceCrate: Packaging the C Drive Research Portfolio as a Static Metadata Crate,methods  |  ESTIMAND: explicit lifecycle coverage in packaged entities,methods-paper,unpublished
381,FAIRPortfolio,FAIRPortfolio: Proxy Maturity Scoring for the C Drive Evidence Portfolio,methods  |  ESTIMAND: proportion of projects scoring at least 70/100 on the FAIR-style proxy scale,methods-paper,unpublished
382,PortfolioCatalog,PortfolioCatalog: Public Discovery Layer for the C Drive Portfolio,methods  |  ESTIMAND: proportion of indexed projects reaching high discoverability coverage,methods-paper,unpublished
383,PortfolioOps,PortfolioOps: Operational Fusion for the C Drive Evidence Portfolio,methods  |  ESTIMAND: proportion of projects classified as operationally backed,methods-paper,unpublished
384,ProvenanceAtlas,ProvenanceAtlas: Static Lineage Graphing for the C Drive Evidence Portfolio,methods  |  ESTIMAND: explicit lifecycle coverage in the provenance graph,methods-paper,unpublished
385,ResearchConstellation,Research Constellation: A Live Portfolio Status Atlas for the C Drive Evidence Stack,methods  |  ESTIMAND: explicit status coverage,methods-paper,unpublished
386,SubmissionCockpit,SubmissionCockpit: Editorial Release Control for the C Drive Research Portfolio,methods  |  ESTIMAND: proportion of indexed projects currently carrying resolved submission-ready status,methods-paper,unpublished
387,TriageWorkbench,TriageWorkbench: Rule-Based Lifecycle Freezing for the Unresolved Portfolio Queue,methods  |  ESTIMAND: non-triage recommendation coverage across unresolved rows,methods-paper,unpublished
388,GlobalTransportabilityAtlas,Global Transportability Atlas: Assessing Cardiovascular/Diabetes Prognostic Models using GBD 2023 Covariates,clinical/methods  |  ESTIMAND: O:E Ratio and Recalibrated HR,clinical-meta-analysis,unpublished
390,EvidenceMapPro,EvidenceMapPro: Interactive Evidence Gap Matrix and Bubble Chart Generator,methods  |  ESTIMAND: Evidence Coverage Percentage,methods-paper,unpublished
391,MultivarMA,MultivarMA: Browser Multivariate Meta-Analysis for Correlated Outcomes,methods  |  ESTIMAND: Pooled Effect Vector (2-3 outcomes),methods-paper,unpublished
392,CostEffMA,CostEffMA: Browser Cost-Effectiveness Meta-Analysis with CEAC and NMB Pooling,methods  |  ESTIMAND: Pooled Net Monetary Benefit and ICER,methods-paper,unpublished
393,EcoBiasMA,EcoBiasMA: Browser Ecological Bias Detection and Correction in Meta-Analysis,methods  |  ESTIMAND: Ecological Bias (beta_B - beta_W),methods-paper,unpublished
394,TargetTrialMA,TargetTrialMA: Browser Meta-Analysis of RCTs and Target Trial Emulations,methods  |  ESTIMAND: Stratified Pooled HR (RCT vs TTE),methods-paper,unpublished
395,PlatformTrialMA,PlatformTrialMA: Browser Meta-Analysis for Adaptive Platform Trials with Shared Controls,methods  |  ESTIMAND: Pooled HR with Shared-Control Covariance,methods-paper,unpublished
397,IPDNMA,IPDNMA: Browser Individual Patient Data Network Meta-Analysis,methods  |  ESTIMAND: NMA Pooled Effect with Treatment-Covariate Interaction,methods-paper,unpublished
398,FederatedMA,FederatedMA: Browser Privacy-Preserving Federated Meta-Analysis,methods  |  ESTIMAND: Differentially Private Pooled Effect,methods-paper,unpublished
399,FigureEngine,FigureEngine: Publication-Quality Meta-Analysis Figure Generator,tool  |  ESTIMAND: N/A (visualization tool),tool-infrastructure,unpublished
400,ZenodoPipeline,ZenodoPipeline: Automated Zenodo DOI Publishing for Research Repositories,tool  |  ESTIMAND: N/A (infrastructure tool),tool-infrastructure,unpublished
401,WHODataLakehouse,WHO Data Lakehouse: Global Health Observatory and Expenditure Data Pipeline,tool  |  ESTIMAND: N/A (data pipeline),tool-infrastructure,unpublished
414,LivingMAPortfolio,Living Evidence Portfolio: 57 Reproducible Single-File Meta-Analyses Across 12 Specialties,tool  |  ESTIMAND: N/A (portfolio benchmark validation),tool-infrastructure,unpublished
493,EvidenceCollapsar,The Evidence Collapsar: A Quantum Meta-Analysis Engine,methods  |  ESTIMAND: Quantum-Collapsed Hazard Ratio and Von Neumann Entropy,methods-paper,unpublished
494,TDA-Meta,Topological Evidence Gaps: Identifying Structural Voids in Global Medical Research,methods  |  ESTIMAND: Topological Isolation Score (0-100) via Persistent Homology,methods-paper,unpublished
495,RetractionGravity,Retraction Gravity: Portfolio Impact Mapping of Clinical Evidence Failures,methods  |  ESTIMAND: Attenuated Reliability Score via DAG Propagation,methods-paper,unpublished
496,TheAlephEngine,The Aleph Engine: A Grand Unified Meta-Analysis Equation (GUME),"methods  |  ESTIMAND: Aleph Score (Universal Truth Index, 0-100)",methods-paper,unpublished
450,meta-paradigm-shift,Meta-Paradigm Shift: The Omega-Tier Evidence Operating System,methods  |  ESTIMAND: Manifold Integrity Score (0-1),methods-paper,unpublished
451,archaic-dta,Archaic Diagnostic Accuracy: Evidence Synthesis in a Pre-Hierarchical World,simulation  |  ESTIMAND: SROC Area Under Curve (Archaic vs. Modern),other,unpublished
452,ems-dta,Evidence Manifold Spline (EMS): A Geometric Alternative to Hierarchical Synthesis,methods  |  ESTIMAND: Local Curvature Barycenter (EMS AUC),methods-paper,unpublished
453,gds-dta,Grand Diagnostic Synthēsis (GDS): Integrating Archaic-Future DTA Inventions,methods  |  ESTIMAND: Diagnostic Entropy Gain (GDS vs. Moses),methods-paper,unpublished
454,paradigm-battle-dta,Paradigm Battle: Comparing Modern Hierarchical Models with Archaic-Future Inventions,methods  |  ESTIMAND: Robustness Premium (Inventions vs. Modern),methods-paper,unpublished
455,mpet-dta,Multi-Persona Evidence Tribunal (MPET): A Cross-Paradigm Review Methodology,methods  |  ESTIMAND: Consensus Manifold Stability (0-1),methods-paper,unpublished
456,eh-dta,Evidence Horizon (EH-DTA): An Autonomous 'Omega-Tier' Operating System,methods  |  ESTIMAND: Exergy Gain (EH-DTA vs. Unified Synthesis),methods-paper,unpublished
457,sl12-dta,Stat-Lab Twelve (SL12-DTA): Evaluating Journal-Sourced Statistical Probes,methods  |  ESTIMAND: Statistical Information Gain (SL12 vs. Archaic/Modern),methods-paper,unpublished
458,aleph-point-synthesis,Aleph-Point Synthēsis (APS): The Definitive Diagnostic Meta-Analysis Methodology,"methods  |  ESTIMAND: Aleph Score (Universal Truth Index, 0-100)",methods-paper,unpublished
459,aps-methodologist-review,APS Methodologist Review (APS-MR): A Multi-Persona Architectural Audit,methods  |  ESTIMAND: Architectural Stability Index (0-1),methods-paper,unpublished
460,gma-dta,Global Manifold Audit (GMA-DTA): Massive-Scale Validation of APS v2,methods  |  ESTIMAND: Mean Robustness Premium (APS vs. Modern),methods-paper,unpublished
461,pem-dta,Petabyte Evidence Manifold (PEM-DTA): Ultra-Scale Evidence Stress-Testing,"methods  |  ESTIMAND: Temporal Robustness Index (TRI, 0-1)",methods-paper,unpublished
462,pem-methodologist-review,PEM Methodologist Review (PEM-MR): The 'End-of-History' Architectural Audit,"methods  |  ESTIMAND: Temporal Stability Coefficient (TSC, 0-1)",methods-paper,unpublished
463,ees-dta,Exascale Evidence Singularity (EES-DTA): Reaching the Absolute Limit,"methods  |  ESTIMAND: Singularity Convergence Rate (SCR, 0-1)",methods-paper,unpublished
464,ees-methodologist-review,EES Methodologist Review (EES-MR): The 'Omega-Point' Architectural Audit,"methods  |  ESTIMAND: Singularity Integrity Index (SII, 0-1)",methods-paper,unpublished
465,aleph-point-synthesis-final,Aleph-Point Synthēsis (APS): Reaching the Singularity of Evidence,methods  |  ESTIMAND: Theoretical Horizon Limit (SCR 0.6400),methods-paper,unpublished
473,DTA_Pro_v2,DTA Meta-Analysis Pro: A Browser-Based Tool for Diagnostic Test Accuracy Evidence Synthesis,methods  |  ESTIMAND: Pooled sensitivity and specificity,methods-paper,unpublished
474,Fatiha,SYNTHESIS: A 7-Layer Verification Framework for Detecting Fragile Meta-Analyses,methods  |  ESTIMAND: Coverage probability,methods-paper,unpublished
475,HTA_Artifact_Standard_v2,HTA Artifact Standard: An Open-Source Platform with 41 Analytical Engines for Health Technology Assessment,"methods  |  ESTIMAND: ICER, NMB, and pooled treatment effects",methods-paper,unpublished
476,ma-workbench,MA Workbench: A Browser-Native Meta-Analysis Suite with Optional WebR Validation Against metafor,"methods  |  ESTIMAND: Four-decimal-place parity of pooled estimate, SE, 95% CI, tau-squared, I-squared, and Q between browser and metafor",methods-paper,unpublished
478,nma-pro-v2,NMA Pro: A Browser-Based Network Meta-Analysis Platform with Integrated Rapid Review,methods  |  ESTIMAND: Pooled treatment effect (SMD/OR/RR),methods-paper,unpublished
479,shahzaib-icu-landscape,ICU Hemodynamic Trial Landscape: A Living Evidence Map,methods  |  ESTIMAND: Sensitivity,methods-paper,unpublished
480,TruthCert_PairwisePro_v2,TruthCert-PairwisePro: A Browser-Based Pairwise Meta-Analysis Engine with Seven Heterogeneity Estimators,methods  |  ESTIMAND: Pooled effect size (OR/RR/MD/SMD),methods-paper,unpublished
481,sglt2i-hfpef-demo,SGLT2i in HFpEF: a browser-native benchmark reproduction,"methods  |  ESTIMAND: pooled hazard ratio (primary composite, log-HR)",methods-paper,unpublished
482,precision-sweep-e156,Precision floor for aggregate-data reproduction of fixed-effects 2-trial pools,methods  |  ESTIMAND: median |delta| (pooled-HR reproduction error per dp),methods-paper,unpublished
483,dissonance-field-synthesis,Dissonance Field Synthesis: A Non-Pooling Evidence-Synthesis Technique with Pharmacology Conservation Laws (POC in MRA-HFpEF),methods  |  ESTIMAND: leave-one-out predicted log-hazard-ratio for FINEARTS-HF,methods-paper,unpublished
557,nur-pce,NUR-PCE — Personalised Counterfactual Engine for cardiorenal trials (POC v0.1),methods-poc  |  ESTIMAND: patient-conditional posterior over hazard ratio for finerenone vs placebo on the composite cardiorenal endpoint,methods-paper,unpublished
558,responder-floor-atlas,Responder Floor Atlas: Implied Minimum Important Differences in Cochrane Responder-Rate Analyses Exceed Canonical Thresholds by 1.2- to 3.3-Fold,methods  |  ESTIMAND: ratio of empirical to canonical MID per patient-reported-outcome instrument,methods-paper,unpublished
486,arac,ARAC: An End-to-End African Representation Atlas of Cochrane with Per-Trial Verification UI,methods  |  ESTIMAND: Representation Gap Score per Cochrane MA × per Tier (S/A/P),methods-paper,unpublished
549,mahmood726-cyber.github.io,Evidence Synthesis Portfolio Site: Reproducibility Capsule,methods  |  ESTIMAND: documentation proportion,methods-paper,unpublished
559,trial-truthfulness-atlas,Trial Truthfulness Atlas: Five Upstream Integrity Flags Between CT.gov Registration and Cochrane Meta-Analysis Inputs,methods  |  ESTIMAND: per-trial integrity-flag rate inside cardiology Cochrane MAs,methods-paper,unpublished
560,outcome-switching-ma-hf,Outcome-Switching in Heart-Failure Phase 3 Trials: CT.gov v2 API Misses 100% of Initial-vs-Current Primary-Outcome Drift,methods  |  ESTIMAND: per-trial primary-outcome-drift rate between v1 and current registration,methods-paper,unpublished
679,tiba (2026-05-06),African evidence is hidden from existing synthesis infrastructure: a calibration study and a proposed framework (Tiba),methods note  |  ESTIMAND: Algorithm gate2 sensitivity (NCT-bridge) for PACTR-registered African trial publications; Cohen kappa for LLM-based geographic classifier agreement,methods-paper,unpublished
680,legacy-mahmood789-archive (2026-05-09),"Consolidating a legacy GitHub portfolio: 66-repo audit, commit, and migration from mahmood789 to mahmood726-cyber",operations note (internal portfolio infrastructure; not intended for journal submission) | ESTIMAND: fraction of legacy 789 repos safely migratable to active cyber account,tool-infrastructure,unpublished
1747,adaptsim,AdaptSim: A Browser-Based Simulator for Adaptive Group-Sequential Trial Design Matching rpact to Four Decimal Places,methods  |  ESTIMAND: Boundary computation accuracy vs rpact (decimal places of agreement),methods-paper,unpublished
1748,africa-rct,AfricaRCT Observatory: Reproducibility Capsule for African Trial-Methods Audits,methods  |  ESTIMAND: documentation proportion,methods-paper,unpublished
1749,al-mizan,Al-Mizan: An Evidence Equipoise Monitor for Detecting When the Balance of Evidence Has Tipped,methods  |  ESTIMAND: Cumulative Z-statistic crossing Trial Sequential Analysis boundary,methods-paper,unpublished
1750,AlBurhan,Al-Burhan — Universal Evidence Orchestrator,Meta-Analysis Pipeline  |  ESTIMAND: Multi-Engine Evidence Audit Quality,tool-infrastructure,unpublished
1751,asa,Asa: A Seven-Method Forensic Data Integrity Screener for Clinical Trial Datasets,methods  |  ESTIMAND: Composite forensic integrity score (0-100),methods-paper,unpublished
1752,authorship-ledger,AuthorshipLedger: DOI Deposit and Contributor Resolution for the C Drive Portfolio,methods  |  ESTIMAND: proportion of indexed projects reaching full DOI-registrable state,methods-paper,unpublished
1753,autograde-tool,AutoGRADE: Algorithmic Certainty of Evidence Assessment for Meta-Analytic Outputs,methods  |  ESTIMAND: GRADE certainty rating (High/Moderate/Low/Very Low),methods-paper,unpublished
1754,bayesianma,BayesianMA: Browser-Based Bayesian Random-Effects Meta-Analysis with Prior Sensitivity Analysis,methods  |  ESTIMAND: Posterior mean and 95% credible interval,methods-paper,unpublished
1755,benfordma,Benford Screening of 1.2 Million Meta-Analytic Values Finds No Corpus-Level Digit Anomaly,methods  |  ESTIMAND: Mean absolute deviation (MAD),methods-paper,unpublished
1756,bias-forensics,The Bias Fingerprint: Eight Methods Disagree in One of Seven Cochrane Meta-Analyses,methods  |  ESTIMAND: Discordance rate,methods-paper,unpublished
1757,cardio-trial-audit,"Structural Flaw Prevalence in 52,765 Cardiology Trials: An Automated Registry Audit",methods  |  ESTIMAND: Structural flaw prevalence,methods-paper,unpublished
1758,cardiooracle,CardioOracle: Predicting Cardiovascular Trial Outcomes Using Bayesian Historical Borrowing and Design Feature Analysis (AUC 0.787),methods  |  ESTIMAND: AUC for trial outcome prediction,methods-paper,unpublished
1759,cbamm-lfa,CBAMM: Collaborative Bayesian Adaptive Meta-Analysis with Population Transportability and Sequential Monitoring,methods  |  ESTIMAND: Transported risk ratio (95% CI),methods-paper,unpublished
1760,citation-workbench,CitationWorkbench: Citation Packet Generation for the C Drive Portfolio,methods  |  ESTIMAND: proportion of indexed projects reaching high citation readiness,methods-paper,unpublished
1761,clinical-ma,SGLT2 Inhibitors and Heart Failure,pairwise  |  ESTIMAND: Hazard ratio for heart failure hospitalisation or cardiovascular death,clinical-meta-analysis,unpublished
1762,cochrane-data-extractor,Cochrane Data Extractor: Automated Dataset Harvesting from Cochrane Systematic Reviews,methods  |  ESTIMAND: Risk ratio,methods-paper,unpublished
1763,component-nma,Component NMA: A Browser-Based Tool for Additive Component Network Meta-Analysis,methods  |  ESTIMAND: Component effect estimates (log-OR/SMD),methods-paper,unpublished
1764,conformal-ma,Conformal Prediction Intervals for Meta-Analysis: Distribution-Free Coverage Across 307 Cochrane Reviews,methods  |  ESTIMAND: Prediction interval coverage probability,methods-paper,unpublished
1765,cres,CRES: Browser-Based Cardiorenal Evidence Synthesis with Integrated Meta-Analysis and Health-Economic Modelling,methods  |  ESTIMAND: Hazard ratio,methods-paper,unpublished
1766,ctgov-black-box-sponsor-repeaters,CT.gov Black-Box Sponsor Repeaters,methods  |  ESTIMAND: Black-box stock and rate among named lead sponsors in the older-study CT.gov universe,methods-paper,unpublished
1767,ctgov-black-box-trials,CT.gov Black-Box Trials,methods  |  ESTIMAND: Black-box trial stock and rate among eligible older CT.gov studies,methods-paper,unpublished
1768,ctgov-condition-text-asymmetry,CT.gov Condition Text Asymmetry,"methods  |  ESTIMAND: Condition-family text asymmetry, defined as description-only gaps minus primary-only gaps",methods-paper,unpublished
1769,ctgov-country-excess-watchlist,CT.gov Country Excess Watchlist,methods  |  ESTIMAND: Adjusted excess no-results and ghost stock across country-linked study portfolios with at least 500 linked studies,methods-paper,unpublished
1770,ctgov-description-black-box-repeaters,CT.gov Description-Black-Box Repeaters,"methods  |  ESTIMAND: Description black-box stock among older studies with no results, no linked publication, no detailed description, and no primary outcome description",methods-paper,unpublished
1771,ctgov-publication-index-gap,CT.gov Publication Index Gap,methods  |  ESTIMAND: Weighted exact-ID external publication rescue among older CT.gov no-link studies,methods-paper,unpublished
1772,ctgov-publication-undercount-audit,CT.gov Publication Undercount Audit,methods  |  ESTIMAND: Weighted PubMed NCT-match rate among older CT.gov records lacking linked publications,methods-paper,unpublished
1773,ctgov-search-strategies,CT.gov Search Strategy Tool: Systematic Review Search Validation with 99 Percent API Recall,methods  |  ESTIMAND: API recall,methods-paper,unpublished
1774,ctgov-sponsor-ancient-backlog,CT.gov Sponsor Ancient Backlog,methods  |  ESTIMAND: Ancient-backlog stock among older closed interventional studies unresolved at least ten overdue years beyond the two-year mark,methods-paper,unpublished
1775,ctgov-sponsor-backlog-concentration,CT.gov Sponsor Backlog Concentration,methods  |  ESTIMAND: Share of the 2-year missing-results backlog held by top sponsor slices,methods-paper,unpublished
1776,dosehtml,Dose Response Pro: Browser-Based Dose-Response Meta-Analysis Matching R Accuracy,methods  |  ESTIMAND: Dose-response trend coefficient,methods-paper,unpublished
1777,dpma,Dirichlet Process Meta-Analysis,methods  |  ESTIMAND: summary effect,methods-paper,unpublished
1778,drive-pulse,DrivePulse: Live Folder Telemetry for the C Drive Evidence Portfolio,methods  |  ESTIMAND: proportion of specific indexed paths exposing git repositories,methods-paper,unpublished
1779,dta-pro-v2,DTA Meta-Analysis Pro: A Browser-Based Tool for Diagnostic Test Accuracy Evidence Synthesis,methods  |  ESTIMAND: Pooled sensitivity and specificity,methods-paper,unpublished
1780,enma-snma,Ensemble and Spectral Network Meta-Analysis: Novel Inconsistency-Robust Methods,methods  |  ESTIMAND: Coverage improvement (percentage points),methods-paper,unpublished
1781,evidence-board,Evidence Board: A Browser-Based Structured Note System for Systematic Review Screening,methods  |  ESTIMAND: Proportion of high-confidence notes,methods-paper,unpublished
1782,evidence-bridge-fhir,EvidenceBridgeFHIR: Exporting the C Drive Evidence Portfolio into Citation and ArtifactAssessment Bundles,methods  |  ESTIMAND: ArtifactAssessment coverage across exported projects,methods-paper,unpublished
1783,evidence-crate,EvidenceCrate: Packaging the C Drive Research Portfolio as a Static Metadata Crate,methods  |  ESTIMAND: explicit lifecycle coverage in packaged entities,methods-paper,unpublished
1784,evidence-half-life,The Evidence Half-Life: 52% of Meta-Analyses Never Reach Analytical Stability,methods  |  ESTIMAND: Never-stabilized rate,methods-paper,unpublished
1785,evidence-quality-concordance,The Cochrane Quality Concordance: Six Orthogonal Dimensions of Evidence Reliability,methods  |  ESTIMAND: Mean absolute pairwise correlation,methods-paper,unpublished
1786,evidence-tribunal,The Evidence Tribunal: Adversarial Specification Search Across 403 Cochrane Meta-Analyses,methods  |  ESTIMAND: Adversarial verdict (Unanimous/Split),methods-paper,unpublished
1787,evidencehalflife,The Evidence Half-Life: 52% of Meta-Analyses Never Reach Analytical Stability,methods  |  ESTIMAND: Never-stabilized rate,methods-paper,unpublished
1788,fair-portfolio,FAIRPortfolio: Proxy Maturity Scoring for the C Drive Evidence Portfolio,methods  |  ESTIMAND: proportion of projects scoring at least 70/100 on the FAIR-style proxy scale,methods-paper,unpublished
1789,fatiha,SYNTHESIS: A 7-Layer Verification Framework for Detecting Fragile Meta-Analyses,methods  |  ESTIMAND: Coverage probability,methods-paper,unpublished
1790,focus-studio,Focus Studio: A Browser-Based Pomodoro Timer with Task Management and Session Logging,methods  |  ESTIMAND: Median session length,methods-paper,unpublished
1791,fragility-atlas,The Fragility Atlas: Multiverse Analysis of 403 Cochrane Meta-Analyses Reveals 58% Are Sensitive to Analyst Choices,methods  |  ESTIMAND: Robustness score (percent agreement across specifications),methods-paper,unpublished
1792,fragilityindex,Fragility Index Calculator: Browser-Based Statistical Fragility for RCTs,methods  |  ESTIMAND: Fragility Index (FI),methods-paper,unpublished
1793,global-transportability-atlas,Global Transportability Atlas,methods  |  ESTIMAND: Robustness Score,methods-paper,unpublished
1794,grma,Grey Relational Meta-Analysis: A Robust Pooling Method with Redescending Effect Guard,methods  |  ESTIMAND: Bias reduction (percent),methods-paper,unpublished
1796,hfpef-registry-synth,Registry-First Transparency-Adjusted Synthesis for HFpEF Clinical Trials,methods  |  ESTIMAND: Reporting debt proportion,methods-paper,unpublished
1797,hta-artifact-standard-v2,HTA Artifact Standard: An Open-Source Platform with 41 Analytical Engines for Health Technology Assessment,"methods  |  ESTIMAND: ICER, NMB, and pooled treatment effects",methods-paper,unpublished
1798,hta-evidence-integrity,Evidence Integrity Suite for Multi-Layered Health Technology Assessment of Cochrane Reviews,methods  |  ESTIMAND: Information Adequacy Index,methods-paper,unpublished
1799,hta-transportability,Clinical Transportability Engine for Quantifying Efficacy Leakage in Health Technology Assessment,methods  |  ESTIMAND: Transportability penalty,methods-paper,unpublished
1800,hta-unified-intelligence,HTA Unified Intelligence System: Self-Correcting Evidence Synthesis with Triple-Guard Ensemble Pooling,"methods  |  ESTIMAND: Unified Decision Score (UDS, 0-100)",methods-paper,unpublished
1801,indirectcomparison,Indirect Treatment Comparison Calculator: Browser-Based Bucher Method with Coherence Testing,methods  |  ESTIMAND: Indirect log odds ratio (OR),methods-paper,unpublished
1802,ipd-meta-pro,IPD Meta-Analysis Pro: A Browser-Based Platform for Individual Participant Data Evidence Synthesis,methods  |  ESTIMAND: Pooled IPD treatment effect,methods-paper,unpublished
1803,ipd-qma,IPD-QMA: Detecting Heterogeneous Treatment Effects via Quantile Meta-Analysis of Individual Participant Data,methods  |  ESTIMAND: Quantile treatment effect,methods-paper,unpublished
1804,kanban-lab,Kanban Lab: A Persistent Browser-Based Drag-and-Drop Board for Research Task Management,methods  |  ESTIMAND: Median card transition time,methods-paper,unpublished
1805,kmdigitizer,KMDigitizer: Browser-Based IPD Reconstruction from Published Kaplan-Meier Curves,methods  |  ESTIMAND: Hazard ratio (HR),methods-paper,unpublished
1806,living-meta,Living Meta-Analysis: A CT.gov-Native Browser Application for Continuously Updated Evidence Synthesis,methods  |  ESTIMAND: Pooled treatment effect with sequential monitoring,methods-paper,unpublished
1807,ma-power-calc,MA Power: A Browser-Based Power and Sample Size Calculator for Random-Effects Meta-Analysis,methods  |  ESTIMAND: Statistical power for planned meta-analysis,methods-paper,unpublished
1808,ma-workbench,MA Workbench: A Browser-Native Meta-Analysis Suite with Optional WebR Validation Against metafor,"methods  |  ESTIMAND: Four-decimal-place parity of pooled estimate, SE, 95% CI, tau-squared, I-squared, and Q between browser and metafor",methods-paper,unpublished
1809,maworkbench,Meta-Analysis Workbench: A Central Hub for 49 Evidence Synthesis Tools,methods  |  ESTIMAND: Tool count and coverage,methods-paper,unpublished
1810,mcidmapper,MCID Mapper: Clinical Significance Assessment for Meta-Analytic Effect Estimates,methods  |  ESTIMAND: MCID classification zone,methods-paper,unpublished
